trial_type,trial_index,time_elapsed,internal_node_id,subject,hitId,assignmentId,structure_condition,match_condition,noise_type,success,timeout,failed_images,failed_audio,failed_video,view_history,rt,start_time,end_time,stimuli,image1,image2,image3,image4,choiceLocation,choiceImage,choiceEmotion,choiceModel,choice_index,reward_score,reward,reward_score_unadjusted,reward_image,score_after_trial,emotions,models,rewards,rewards_unadjusted,stimulus,response,question_order,file_name,n
show-reward,43,100336,0.0-43.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,99667,101669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,54.5,NA,NA,NA,NA,stimuli/BF04_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,44,102264,0.0-44.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1426,101670,103096,"[""stimuli/BF04_SUR.jpg"",""stimuli/HF09_HO.jpg"",""stimuli/HM07_AO.jpg"",""stimuli/AF10_CC.jpg""]",stimuli/BF04_SUR.jpg,stimuli/HF09_HO.jpg,stimuli/HM07_AO.jpg,stimuli/AF10_CC.jpg,pos3,stimuli/HM07_AO.jpg,AO,HM07,2,4,8,8,stimuli/stars_8.png,58.5,"[""SUR"",""HO"",""AO"",""CC""]","[""BF04"",""HF09"",""HM07"",""AF10""]","[6,6,8,3]","[4,6,8,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,45,104270,0.0-45.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,103599,105603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,58.5,NA,NA,NA,NA,stimuli/HM07_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,46,106221,0.0-46.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1449,105604,107053,"[""stimuli/AF10_SUR.jpg"",""stimuli/HF09_AO.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/HM07_CC.jpg""]",stimuli/AF10_SUR.jpg,stimuli/HF09_AO.jpg,stimuli/BF04_HO.jpg,stimuli/HM07_CC.jpg,pos4,stimuli/HM07_CC.jpg,CC,HM07,3,3.5,7,8,stimuli/stars_7.png,62,"[""SUR"",""AO"",""HO"",""CC""]","[""AF10"",""HF09"",""BF04"",""HM07""]","[3,4,2,7]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,47,108226,0.0-47.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,107557,109560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,62,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,48,109457,0.0-48.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,729,109561,110290,"[""stimuli/AF10_AO.jpg"",""stimuli/HF09_CC.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/HM07_HO.jpg""]",stimuli/AF10_AO.jpg,stimuli/HF09_CC.jpg,stimuli/BF04_SUR.jpg,stimuli/HM07_HO.jpg,pos4,stimuli/HM07_HO.jpg,HO,HM07,3,3.5,7,8,stimuli/stars_7.png,65.5,"[""AO"",""CC"",""SUR"",""HO""]","[""AF10"",""HF09"",""BF04"",""HM07""]","[1,6,6,7]","[2,6,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,49,111459,0.0-49.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,110791,112793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,65.5,NA,NA,NA,NA,stimuli/HM07_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,50,113102,0.0-50.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1141,112793,113934,"[""stimuli/AF10_AO.jpg"",""stimuli/HF09_SUR.jpg"",""stimuli/HM07_CC.jpg"",""stimuli/BF04_HO.jpg""]",stimuli/AF10_AO.jpg,stimuli/HF09_SUR.jpg,stimuli/HM07_CC.jpg,stimuli/BF04_HO.jpg,pos2,stimuli/HF09_SUR.jpg,SUR,HF09,1,2,4,6,stimuli/stars_4.png,67.5,"[""AO"",""SUR"",""CC"",""HO""]","[""AF10"",""HF09"",""HM07"",""BF04""]","[4,4,7,2]","[2,6,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,51,115107,0.0-51.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,114436,116440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,stimuli/stars_4.png,67.5,NA,NA,NA,NA,stimuli/HF09_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,52,118489,0.0-52.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,2880,116441,119321,"[""stimuli/HM07_SUR.jpg"",""stimuli/AF10_CC.jpg"",""stimuli/HF09_AO.jpg"",""stimuli/BF04_HO.jpg""]",stimuli/HM07_SUR.jpg,stimuli/AF10_CC.jpg,stimuli/HF09_AO.jpg,stimuli/BF04_HO.jpg,pos1,stimuli/HM07_SUR.jpg,SUR,HM07,0,3,6,8,stimuli/stars_6.png,70.5,"[""SUR"",""CC"",""AO"",""HO""]","[""HM07"",""AF10"",""HF09"",""BF04""]","[6,0,8,5]","[8,2,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,53,120494,0.0-53.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,119823,121827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,70.5,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,54,121808,0.0-54.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,810,121828,122638,"[""stimuli/HM07_CC.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/HF09_HO.jpg"",""stimuli/AF10_AO.jpg""]",stimuli/HM07_CC.jpg,stimuli/BF04_SUR.jpg,stimuli/HF09_HO.jpg,stimuli/AF10_AO.jpg,pos1,stimuli/HM07_CC.jpg,CC,HM07,0,4.5,9,8,stimuli/stars_9.png,75,"[""CC"",""SUR"",""HO"",""AO""]","[""HM07"",""BF04"",""HF09"",""AF10""]","[9,4,5,1]","[8,4,6,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,55,123811,0.0-55.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,123143,125145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,75,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,56,125291,0.0-56.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,977,125146,126123,"[""stimuli/BF04_CC.jpg"",""stimuli/HM07_SUR.jpg"",""stimuli/AF10_HO.jpg"",""stimuli/HF09_AO.jpg""]",stimuli/BF04_CC.jpg,stimuli/HM07_SUR.jpg,stimuli/AF10_HO.jpg,stimuli/HF09_AO.jpg,pos2,stimuli/HM07_SUR.jpg,SUR,HM07,1,5,10,8,stimuli/stars_10.png,80,"[""CC"",""SUR"",""HO"",""AO""]","[""BF04"",""HM07"",""AF10"",""HF09""]","[5,10,2,6]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,57,127294,0.0-57.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,126626,128627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,80,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,58,129597,0.0-58.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1801,128628,130429,"[""stimuli/HM07_CC.jpg"",""stimuli/AF10_AO.jpg"",""stimuli/HF09_SUR.jpg"",""stimuli/BF04_HO.jpg""]",stimuli/HM07_CC.jpg,stimuli/AF10_AO.jpg,stimuli/HF09_SUR.jpg,stimuli/BF04_HO.jpg,pos1,stimuli/HM07_CC.jpg,CC,HM07,0,3.5,7,8,stimuli/stars_7.png,83.5,"[""CC"",""AO"",""SUR"",""HO""]","[""HM07"",""AF10"",""HF09"",""BF04""]","[7,4,4,2]","[8,2,6,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,59,131599,0.0-59.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,130932,132933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,83.5,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,60,133016,0.0-60.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,916,132934,133850,"[""stimuli/HF09_AO.jpg"",""stimuli/HM07_HO.jpg"",""stimuli/AF10_SUR.jpg"",""stimuli/BF04_CC.jpg""]",stimuli/HF09_AO.jpg,stimuli/HM07_HO.jpg,stimuli/AF10_SUR.jpg,stimuli/BF04_CC.jpg,pos2,stimuli/HM07_HO.jpg,HO,HM07,1,3,6,8,stimuli/stars_6.png,86.5,"[""AO"",""HO"",""SUR"",""CC""]","[""HF09"",""HM07"",""AF10"",""BF04""]","[6,6,1,4]","[6,8,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,61,135019,0.0-61.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,134351,136353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,86.5,NA,NA,NA,NA,stimuli/HM07_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,62,136568,0.0-62.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1047,136353,137400,"[""stimuli/BF04_AO.jpg"",""stimuli/HF09_SUR.jpg"",""stimuli/AF10_HO.jpg"",""stimuli/HM07_CC.jpg""]",stimuli/BF04_AO.jpg,stimuli/HF09_SUR.jpg,stimuli/AF10_HO.jpg,stimuli/HM07_CC.jpg,pos4,stimuli/HM07_CC.jpg,CC,HM07,3,3,6,8,stimuli/stars_6.png,89.5,"[""AO"",""SUR"",""HO"",""CC""]","[""BF04"",""HF09"",""AF10"",""HM07""]","[3,6,3,6]","[4,6,2,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,63,138573,0.0-63.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,137903,139907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,89.5,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,64,140035,0.0-64.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,960,139908,140868,"[""stimuli/HM07_SUR.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/AF10_CC.jpg"",""stimuli/HF09_AO.jpg""]",stimuli/HM07_SUR.jpg,stimuli/BF04_HO.jpg,stimuli/AF10_CC.jpg,stimuli/HF09_AO.jpg,pos1,stimuli/HM07_SUR.jpg,SUR,HM07,0,3,6,8,stimuli/stars_6.png,92.5,"[""SUR"",""HO"",""CC"",""AO""]","[""HM07"",""BF04"",""AF10"",""HF09""]","[6,5,0,8]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,65,142037,0.0-65.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,141369,143371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,92.5,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,66,143754,0.0-66.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1214,143372,144586,"[""stimuli/HF09_SUR.jpg"",""stimuli/AF10_CC.jpg"",""stimuli/HM07_AO.jpg"",""stimuli/BF04_HO.jpg""]",stimuli/HF09_SUR.jpg,stimuli/AF10_CC.jpg,stimuli/HM07_AO.jpg,stimuli/BF04_HO.jpg,pos3,stimuli/HM07_AO.jpg,AO,HM07,2,4.5,9,8,stimuli/stars_9.png,97,"[""SUR"",""CC"",""AO"",""HO""]","[""HF09"",""AF10"",""HM07"",""BF04""]","[7,3,9,5]","[6,2,8,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,67,145758,0.0-67.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,145089,147092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,stimuli/stars_9.png,97,NA,NA,NA,NA,stimuli/HM07_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,68,147142,0.0-68.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,881,147092,147973,"[""stimuli/BF04_AO.jpg"",""stimuli/HM07_CC.jpg"",""stimuli/AF10_SUR.jpg"",""stimuli/HF09_HO.jpg""]",stimuli/BF04_AO.jpg,stimuli/HM07_CC.jpg,stimuli/AF10_SUR.jpg,stimuli/HF09_HO.jpg,pos2,stimuli/HM07_CC.jpg,CC,HM07,1,5,10,8,stimuli/stars_10.png,102,"[""AO"",""CC"",""SUR"",""HO""]","[""BF04"",""HM07"",""AF10"",""HF09""]","[2,10,4,6]","[4,8,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,69,149144,0.0-69.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,148477,150478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,102,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,70,150712,0.0-70.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1062,150479,151541,"[""stimuli/HM07_SUR.jpg"",""stimuli/HF09_CC.jpg"",""stimuli/AF10_AO.jpg"",""stimuli/BF04_HO.jpg""]",stimuli/HM07_SUR.jpg,stimuli/HF09_CC.jpg,stimuli/AF10_AO.jpg,stimuli/BF04_HO.jpg,pos1,stimuli/HM07_SUR.jpg,SUR,HM07,0,3.5,7,8,stimuli/stars_7.png,105.5,"[""SUR"",""CC"",""AO"",""HO""]","[""HM07"",""HF09"",""AF10"",""BF04""]","[7,7,2,5]","[8,6,2,4]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,71,152719,0.0-71.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,152047,154053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,105.5,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,72,154376,0.0-72.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1156,154054,155210,"[""stimuli/HF09_AO.jpg"",""stimuli/HM07_CC.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/AF10_SUR.jpg""]",stimuli/HF09_AO.jpg,stimuli/HM07_CC.jpg,stimuli/BF04_HO.jpg,stimuli/AF10_SUR.jpg,pos2,stimuli/HM07_CC.jpg,CC,HM07,1,3.5,7,8,stimuli/stars_7.png,109,"[""AO"",""CC"",""HO"",""SUR""]","[""HF09"",""HM07"",""BF04"",""AF10""]","[4,7,2,3]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,73,156379,0.0-73.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,155711,157713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,stimuli/stars_7.png,109,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,74,157785,0.0-74.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,902,157713,158615,"[""stimuli/HF09_CC.jpg"",""stimuli/HM07_AO.jpg"",""stimuli/BF04_HO.jpg"",""stimuli/AF10_SUR.jpg""]",stimuli/HF09_CC.jpg,stimuli/HM07_AO.jpg,stimuli/BF04_HO.jpg,stimuli/AF10_SUR.jpg,pos2,stimuli/HM07_AO.jpg,AO,HM07,1,3,6,8,stimuli/stars_6.png,112,"[""CC"",""AO"",""HO"",""SUR""]","[""HF09"",""HM07"",""BF04"",""AF10""]","[6,6,6,1]","[6,8,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,75,159787,0.0-75.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,159120,161121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,112,NA,NA,NA,NA,stimuli/HM07_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,76,161560,0.0-76.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1269,161121,162390,"[""stimuli/AF10_HO.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/HF09_AO.jpg"",""stimuli/HM07_CC.jpg""]",stimuli/AF10_HO.jpg,stimuli/BF04_SUR.jpg,stimuli/HF09_AO.jpg,stimuli/HM07_CC.jpg,pos4,stimuli/HM07_CC.jpg,CC,HM07,3,3,6,8,stimuli/stars_6.png,115,"[""HO"",""SUR"",""AO"",""CC""]","[""AF10"",""BF04"",""HF09"",""HM07""]","[1,2,5,6]","[2,4,6,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,77,163566,0.0-77.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,162895,164900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,115,NA,NA,NA,NA,stimuli/HM07_CC.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,78,165270,0.0-78.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1203,164901,166104,"[""stimuli/HM07_AO.jpg"",""stimuli/HF09_CC.jpg"",""stimuli/BF04_SUR.jpg"",""stimuli/AF10_HO.jpg""]",stimuli/HM07_AO.jpg,stimuli/HF09_CC.jpg,stimuli/BF04_SUR.jpg,stimuli/AF10_HO.jpg,pos1,stimuli/HM07_AO.jpg,AO,HM07,0,5,10,8,stimuli/stars_10.png,120,"[""AO"",""CC"",""SUR"",""HO""]","[""HM07"",""HF09"",""BF04"",""AF10""]","[10,5,6,3]","[8,6,4,2]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,79,167273,0.0-79.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,166604,168607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,stimuli/stars_10.png,120,NA,NA,NA,NA,stimuli/HM07_AO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,80,168862,0.0-80.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1089,168607,169696,"[""stimuli/HM07_HO.jpg"",""stimuli/BF04_AO.jpg"",""stimuli/AF10_SUR.jpg"",""stimuli/HF09_CC.jpg""]",stimuli/HM07_HO.jpg,stimuli/BF04_AO.jpg,stimuli/AF10_SUR.jpg,stimuli/HF09_CC.jpg,pos1,stimuli/HM07_HO.jpg,HO,HM07,0,4,8,8,stimuli/stars_8.png,124,"[""HO"",""AO"",""SUR"",""CC""]","[""HM07"",""BF04"",""AF10"",""HF09""]","[8,6,1,6]","[8,4,2,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,81,170864,0.0-81.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,170197,172199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,stimuli/stars_8.png,124,NA,NA,NA,NA,stimuli/HM07_HO.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,82,172844,0.0-82.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1477,172199,173676,"[""stimuli/HF09_CC.jpg"",""stimuli/AF10_HO.jpg"",""stimuli/BF04_AO.jpg"",""stimuli/HM07_SUR.jpg""]",stimuli/HF09_CC.jpg,stimuli/AF10_HO.jpg,stimuli/BF04_AO.jpg,stimuli/HM07_SUR.jpg,pos4,stimuli/HM07_SUR.jpg,SUR,HM07,3,3,6,8,stimuli/stars_6.png,127,"[""CC"",""HO"",""AO"",""SUR""]","[""HF09"",""AF10"",""BF04"",""HM07""]","[4,3,3,6]","[6,2,4,8]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
show-reward,83,174845,0.0-83.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,NA,174179,176180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,stimuli/stars_6.png,127,NA,NA,NA,NA,stimuli/HM07_SUR.jpg,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
explore-choice,84,176588,0.0-84.0,p333790,emogo,test_session,model,match,uniform,NA,NA,NA,NA,NA,NA,1242,176180,177422,"[""stimuli/AF10_CC.jpg"",""stimuli/BF04_AO.jpg"",""stimuli/HM07_HO.jpg"",""stimuli/HF09_SUR.jpg""]",stimuli/AF10_CC.jpg,stimuli/BF04_AO.jpg,stimuli/HM07_HO.jpg,stimuli/HF09_SUR.jpg,pos3,stimuli/HM07_HO.jpg,HO,HM07,2,4,8,8,stimuli/stars_8.png,131,"[""CC"",""AO"",""HO"",""SUR""]","[""AF10"",""BF04"",""HM07"",""HF09""]","[4,5,8,5]","[2,4,8,6]",NA,NA,NA,/Users/martinzettersten/GitHub/emogo/data-analysis/data/pilot-v1/raw/emogo-v1_PARTICIPANT_SESSION_2022-08-23_12h09.43.369.csv,206
